89,bank4,Apple,15731,B
90,bank5,EURUSD,43267,S
91,bank4,Tesla,28798,S
92,bank2,Apple,11300,S
93,bank3,CLc1,75498,B
94,bank4,CLc1,8706,S
95,bank2,DJ30,89472,S
96,bank2,DJ30,56089,S
97,bank2,Apple,46819,S
98,bank1,Apple,53048,B
99,bank5,Tesla,64087,S
100,bank1,EURUSD,1335,S
101,bank3,Tesla,65541,B
102,bank3,EURUSD,64006,S
103,bank3,Tesla,15217,S
104,bank4,Apple,28767,S
105,bank5,SP500,63170,B
106,bank5,EURUSD,37653,S
107,bank4,SP500,96814,B
108,bank2,EURUSD,75057,S
109,bank4,Tesla,85665,B
110,bank5,Apple,84548,S
111,bank3,Tesla,48680,B
112,bank2,DJ30,44817,S
113,bank4,DJ30,50484,B
114,bank2,Tesla,89347,S
115,bank1,Tesla,92983,S
116,bank4,DJ30,61834,S
117,bank1,DJ30,75715,S
118,bank3,CLc1,41110,S
119,bank5,DJ30,30734,S
120,bank4,SP500,48918,B
121,bank5,SP500,88035,S
122,bank4,SP500,75929,B
123,bank3,DJ30,13658,S
124,bank1,Tesla,48197,S
125,bank2,Apple,81094,B
126,bank2,EURUSD,99872,S
127,bank5,DJ30,81821,B
128,bank5,DJ30,10768,S
129,bank4,Apple,47808,S
130,bank2,SP500,16382,B
131,bank1,EURUSD,5463,S
132,bank4,Apple,57302,S
133,bank2,Apple,93952,B
134,bank4,EURUSD,93113,S
135,bank1,DJ30,29046,S
136,bank2,EURUSD,21105,S
137,bank2,CLc1,99891,B
138,bank4,CLc1,59386,S
139,bank5,Apple,76139,S
140,bank2,CLc1,65390,S
141,bank5,EURUSD,58836,B
142,bank3,Tesla,14522,B
143,bank4,SP500,84863,B
144,bank1,Tesla,30519,B
145,bank1,SP500,84668,B
146,bank3,SP500,58635,B
147,bank3,DJ30,96349,S
148,bank1,SP500,64614,S
149,bank3,SP500,34302,S
150,bank4,Tesla,28548,S
151,bank2,EURUSD,93776,S
152,bank3,CLc1,49434,S
153,bank3,DJ30,54339,B
154,bank5,DJ30,67516,S
155,bank5,Apple,22573,S
156,bank5,EURUSD,92010,S
157,bank1,Tesla,51044,S
158,bank3,Tesla,27239,B
159,bank5,EURUSD,50358,B
160,bank2,EURUSD,65663,B
161,bank3,SP500,64305,B
162,bank2,CLc1,29182,B
163,bank2,DJ30,54650,S
164,bank5,Apple,6647,B
165,bank5,CLc1,92561,B
166,bank1,SP500,45820,S
167,bank2,EURUSD,21045,S
168,bank2,DJ30,98543,B
169,bank1,Apple,93205,B
170,bank2,DJ30,25561,S
171,bank5,Apple,37352,B
172,bank2,DJ30,79909,S
173,bank4,SP500,20860,B
174,bank3,DJ30,97811,S
175,bank3,EURUSD,97521,S
176,bank1,Apple,15022,B
177,bank4,EURUSD,79449,B
178,bank2,Apple,36812,S
179,bank5,DJ30,75140,B
180,bank4,Apple,29275,B
181,bank2,DJ30,76686,S
182,bank5,DJ30,8786,S
183,bank2,CLc1,55118,B
184,bank1,DJ30,54893,S
185,bank3,Tesla,91175,S
186,bank1,SP500,65960,S
187,bank3,SP500,83707,S
188,bank1,CLc1,76048,S
189,bank3,DJ30,10555,S
190,bank3,DJ30,81194,B
191,bank5,Apple,84659,B
192,bank2,Apple,16447,S
193,bank3,CLc1,53888,S
194,bank2,EURUSD,31714,S
195,bank4,CLc1,51284,B
196,bank3,Tesla,33711,S
197,bank1,DJ30,88415,S
198,bank1,Apple,60655,B
199,bank5,DJ30,86892,S
200,bank1,DJ30,39808,B
201,bank4,DJ30,39381,B
202,bank2,DJ30,33036,B
203,bank3,CLc1,45778,B
204,bank3,CLc1,18405,8
205,bank4,Apple,70961,B
206,bank2,EURUSD,49265,S
207,bank5,Tesla,44608,B
208,bank1,CLc1,78315,B
209,bank4,EURUSD,67438,B
210,bank5,SP500,5139,B
211,bank2,Tesla,54947,B
212,bank2,DJ30,27400,5
213,bank5,EURUSD,45506,S
214,bank2,EURUSD,96277,S
215,bank3,Apple,58210,B
216,bank3,Apple,49665,S
217,bank3,SP500,21465,S
218,bank3,Tesla,61302,B
219,bank3,Tesla,92799,S
220,bank1,Apple,83647,S
221,bank5,DJ30,67761,S
222,bank3,DJ30,61810,S
223,bank1,CLc1,23976,S
224,bank1,Apple,19611,B
225,bank5,DJ30,43173,B
226,bank1,Apple,45956,B
227,bank3,CLc1,20729,B
228,bank5,SP500,56099,S
229,bank3,CLc1,30908,S
230,bank1,EURUSD,52601,S
231,bank3,SP500,32458,S
232,bank5,EURUSD,98741,B
233,bank4,CLc1,99932,B
234,bank2,CLc1,86737,S
235,bank5,CLc1,45419,B
236,bank4,EURUSD,66085,S
237,bank1,EURUSD,78634,S
238,bank3,DJ30,75790,S
239,bank3,DJ30,51330,B
240,bank4,CLc1,3226,B
241,bank1,Apple,50384,S
242,bank1,EURUSD,77586,S
243,bank2,EURUSD,8176,S
244,bank5,EURUSD,26155,B
245,bank1,SP500,11141,S
246,bank3,DJ30,37605,B
247,bank3,EURUSD,7271,S
248,bank5,Apple,82411,S
249,bank2,DJ30,74349,S
250,bank3,CLc1,36573,S
251,bank5,Apple,22019,S
252,bank2,DJ30,14465,B
253,bank2,EURUSD,79236,B
254,bank4,CLc1,73407,B
255,bank3,EURUSD,94639,B
256,bank5,DJ30,28741,B
257,bank2,Tesla,20900,B
258,bank3,DJ30,43544,S
259,bank3,Tesla,93564,S
260,bank5,SP500,32358,B
261,bank3,CLc1,52410,B
262,bank2,EURUSD,52441,S
263,bank4,SP500,45970,S
264,bank4,Tesla,4543,S
265,bank2,Apple,94070,B
266,bank5,CLc1,67478,B
267,bank1,Apple,61268,B
268,bank1,SP500,75040,S
269,bank5,DJ30,41486,S
270,bank1,DJ30,5927,S
271,bank3,SP500,81787,B
272,bank2,CLc1,40414,B
273,bank4,SP500,67866,S
274,bank5,CLc1,26051,B
275,bank1,EURUSD,96208,B
276,bank1,SP500,50057,B
277,bank5,EURUSD,25215,B
278,bank5,Apple,11864,B
279,bank5,SP500,13186,B
280,bank3,Tesla,16950,B
281,bank5,Apple,50097,S
282,bank4,CLc1,82328,B
283,bank3,Tesla,37777,B
284,bank3,EURUSD,61537,B
285,bank5,Apple,33855,B
286,bank1,Tesla,25816,S
287,bank4,SP500,66289,B
288,bank5,CLc1,11768,B
289,bank1,Tesla,56292,B
290,bank5,Tesla,21665,S
291,bank4,DJ30,74988,B
292,bank5,Apple,57075,S
293,bank2,Tesla,30455,B
294,bank1,Apple,74350,S
295,bank1,CLc1,34611,B
296,bank1,EURUSD,1481,S
297,bank3,Apple,10330,S
298,bank5,Tesla,18175,B
299,bank2,SP500,11352,B
300,bank1,DJ30,54604,B
301,bank5,Apple,25274,B
302,bank4,EURUSD,63417,S
303,bank2,DJ30,23639,S
304,bank3,Tesla,51926,S
305,bank4,DJ30,90318,B
306,bank5,Apple,41901,B
307,bank5,Apple,99915,S
308,bank4,DJ30,90719,B
309,bank1,EURUSD,70316,S
310,bank5,Tesla,77990,B
311,bank3,CLc1,80024,S
312,bank3,EURUSD,58492,B
313,bank3,EURUSD,64927,S
314,bank3,Apple,69176,S
315,bank1,DJ30,42856,B
316,bank1,Apple,83382,B
317,bank3,Apple,24403,B
318,bank4,SP500,23954,S
319,bank4,Tesla,11703,B
320,bank1,Tesla,25760,S
321,bank4,Apple,68587,S
322,bank5,EURUSD,17337,S
323,bank5,CLc1,65324,S
324,bank1,Tesla,90837,B
325,bank5,Apple,75912,S
326,bank4,Apple,74179,B
327,bank1,DJ30,77842,S
328,bank5,CLc1,48916,B
329,bank5,DJ30,62542,S
330,bank2,EURUSD,13960,S
331,bank1,CLc1,97056,S
332,bank2,Tesla,78840,B
333,bank2,DJ30,52259,B
334,bank2,SP500,1370,S
335,bank3,Apple,11302,B
336,bank3,Apple,50450,S
337,bank4,DJ30,87896,S
338,bank3,EURUSD,66587,S
339,bank1,Apple,13133,B
340,bank2,DJ30,51099,S
341,bank2,CLc1,63968,B
342,bank1,SP500,68875,S
343,bank4,DJ30,61792,B
344,bank4,Tesla,78110,S
345,bank5,SP500,94605,B
346,bank1,EURUSD,29294,B
347,bank1,EURUSD,62569,B
348,bank1,DJ30,43688,B
349,bank2,Tesla,47847,B
350,bank5,CLc1,62226,B
351,bank4,CLc1,40244,S
352,bank4,Tesla,58300,B
353,bank5,DJ30,26727,S
354,bank3,Tesla,33998,S
355,bank2,SP500,82633,S
356,bank1,Tesla,97672,S
357,bank4,DJ30,98178,B
358,bank3,EURUSD,93705,B
359,bank1,DJ30,23137,B
360,bank3,EURUSD,63266,S
361,bank1,Tesla,30120,S
362,bank3,Apple,66766,B
363,bank1,DJ30,90807,B
364,bank1,CLc1,95132,S
365,bank3,SP500,9401,B
366,bank2,DJ30,74855,B
367,bank5,EURUSD,54814,B
368,bank5,SP500,19288,B
369,bank2,Apple,34448,B
370,bank3,CLc1,1836,S
371,bank3,SP500,88199,S
372,bank3,Tesla,70714,S
373,bank3,SP500,45158,S
374,bank1,Tesla,56708,B
375,bank2,EURUSD,12316,S
376,bank3,DJ30,28122,B
377,bank2,SP500,10148,S
378,bank1,SP500,61073,B
379,bank3,CLc1,13775,B
380,bank4,Tesla,43419,S
381,bank3,Apple,30130,S
382,bank4,SP500,22845,S
383,bank1,SP500,28686,S
384,bank4,Apple,11883,S
385,bank1,DJ30,59355,B
386,bank1,CLc1,95118,S
387,bank1,Tesla,89737,S
388,bank2,CLc1,71478,S
389,bank5,CLc1,83846,B
390,bank2,DJ30,55868,S
391,bank3,EURUSD,54973,B
392,bank5,CLc1,65238,S
393,bank2,CLc1,19492,S
394,bank2,CLc1,92652,S
395,bank5,CLc1,23087,S
396,bank5,EURUSD,30638,B
397,bank3,Apple,87994,B
398,bank4,DJ30,22999,B
399,bank1,DJ30,88520,S
400,bank5,CLc1,82126,B
401,bank3,DJ30,12313,S
402,bank4,SP500,55258,S
403,bank5,Apple,86866,B
404,bank2,CLc1,84355,S
405,bank5,Tesla,31647,B
406,bank2,Apple,23213,S
407,bank1,Apple,49864,S
408,bank4,DJ30,58934,B
409,bank1,SP500,22622,S
410,bank3,EURUSD,91925,B
411,bank3,Tesla,93773,B
412,bank3,EURUSD,52530,S
413,bank5,CLc1,98265,S
414,bank4,CLc1,62008,S
415,bank2,DJ30,39011,B
416,bank2,SP500,90114,B
417,bank2,Tesla,92304,B
418,bank2,CLc1,29438,B
419,bank1,CLc1,57514,B
420,bank4,DJ30,66943,S
421,bank1,DJ30,88999,S
422,bank1,EURUSD,77023,S
423,bank4,DJ30,41674,B
424,bank5,EURUSD,49528,B
425,bank5,CLc1,2530,B
426,bank5,Apple,47981,B
427,bank5,SP500,5292,S
428,bank5,CLc1,74977,S
429,bank3,DJ30,55166,B
430,bank3,Apple,83639,B
431,bank1,SP500,75442,B
432,bank3,CLc1,21104,B
433,bank4,DJ30,59371,S
434,bank5,Apple,76782,B
435,bank5,DJ30,58416,B
436,bank1,EURUSD,49586,S
437,bank5,CLc1,58394,B
438,bank2,Tesla,7935,S
439,bank5,CLc1,66303,S
440,bank2,SP500,99886,B
441,bank1,Apple,95047,B
442,bank3,EURUSD,26721,B
443,bank1,Tesla,19768,S
444,bank4,SP500,2968,S
445,bank3,Apple,58926,B
446,bank5,Tesla,66353,S
447,bank2,Tesla,21302,S
448,bank1,DJ30,61042,S
449,bank1,Tesla,6914,B
450,bank5,Apple,46536,B
451,bank4,DJ30,31610,B
452,bank2,DJ30,8636,B
453,bank2,CLc1,15238,B
454,bank5,DJ30,95417,S
455,bank3,EURUSD,68369,S
456,bank5,DJ30,76033,B
457,bank1,EURUSD,44594,S
458,bank2,EURUSD,61667,B
459,bank2,CLc1,77578,S
460,bank5,DJ30,51374,S
461,bank1,EURUSD,53644,S
462,bank3,Apple,22720,S
463,bank3,Tesla,46562,S
464,bank4,Apple,88966,S
465,bank4,Apple,74338,B
466,bank4,EURUSD,60104,B
467,bank5,CLc1,17630,S
468,bank1,Apple,42346,B
469,bank4,EURUSD,53711,S
470,bank5,Tesla,10027,B
471,bank3,EURUSD,70346,S
472,bank4,CLc1,19781,B
473,bank3,Tesla,80610,B
474,bank2,CLc1,20151,S
475,bank3,DJ30,18034,S
476,bank1,SP500,99330,B
477,bank5,CLc1,49543,S
478,bank4,DJ30,57550,B
479,bank5,Apple,90245,B
480,bank4,DJ30,72195,B
481,bank4,Tesla,47886,S
482,bank2,EURUSD,11619,S
483,bank4,Tesla,63760,S
484,bank2,DJ30,76629,B
485,bank2,DJ30,45059,S
486,bank1,EURUSD,87560,S
487,bank1,EURUSD,70573,B
488,bank2,DJ30,34578,S
489,bank4,Apple,68900,S
490,bank4,SP500,3446,S
491,bank1,SP500,57004,B
492,bank2,SP500,84242,B
493,bank4,Apple,85074,S
494,bank5,Tesla,54530,S
495,bank5,EURUSD,41794,S
496,bank3,DJ30,66691,S
497,bank5,SP500,7904,S
498,bank2,CLc1,4744,B
499,bank5,SP500,73427,B
500,bank3,SP500,43696,S
501,bank1,Apple,16507,B
502,bank1,Tesla,74913,B
503,bank2,DJ30,51321,B
504,bank1,DJ30,99949,S
505,bank2,EURUSD,42105,B
506,bank1,DJ30,13988,S
507,bank1,SP500,16174,S
508,bank2,EURUSD,79736,S
509,bank2,DJ30,99734,S
510,bank3,Apple,34901,S
511,bank5,Tesla,39881,B
512,bank4,Tesla,37463,S
513,bank2,DJ30,85112,B
514,bank4,CLc1,83342,S
515,bank5,Apple,13288,B
516,bank2,Tesla,82784,S
517,bank5,Apple,80286,S
518,bank1,DJ30,27606,B
519,bank2,EURUSD,71332,S
520,bank5,EURUSD,24210,B
521,bank3,CLc1,9986,B
522,bank3,SP500,68202,S
523,bank4,Apple,68590,S
524,bank4,EURUSD,66466,B
525,bank4,Tesla,97887,B
526,bank4,SP500,1531,B
527,bank4,SP500,34076,S
528,bank2,Apple,15216,B
529,bank3,Tesla,81630,S
530,bank2,CLc1,89762,S
531,bank3,Tesla,16241,S
532,bank1,CLc1,27089,S
533,bank5,SP500,28484,B
534,bank2,DJ30,41112,B
535,bank5,DJ30,39958,S
536,bank2,DJ30,54417,S
537,bank1,EURUSD,34289,S
538,bank4,Tesla,99046,S
539,bank1,Tesla,78755,B
540,bank3,Tesla,93499,S
541,bank5,EURUSD,26750,B
542,bank2,EURUSD,86367,B
543,bank5,EURUSD,31858,B
544,bank1,Apple,8039,B
545,bank5,DJ30,13257,B
546,bank2,SP500,76842,S
547,bank1,Apple,48685,S
548,bank2,Apple,98121,B
549,bank2,EURUSD,78105,B
550,bank2,EURUSD,73870,S
551,bank4,CLc1,67293,S
552,bank3,Tesla,19192,S
553,bank3,EURUSD,33952,S
554,bank1,Tesla,34180,S
555,bank1,SP500,71432,B
556,bank1,EURUSD,4654,S
557,bank1,DJ30,74816,B
558,bank3,DJ30,90672,B
559,bank3,Tesla,90428,S
560,bank1,Apple,93052,B
561,bank1,CLc1,35324,S
562,bank4,SP500,7783,S
563,bank2,Tesla,12486,S
564,bank3,Apple,82579,B
565,bank2,Apple,22765,B
566,bank1,Tesla,62186,S
567,bank3,EURUSD,2514,S
568,bank5,Apple,23961,S
569,bank1,CLc1,6623,B
570,bank2,CLc1,35881,S
571,bank1,SP500,95075,B
572,bank4,Tesla,78807,B
573,bank4,CLc1,97728,B
574,bank2,Tesla,24785,S
575,bank2,CLc1,56681,S
576,bank1,EURUSD,82158,B
577,bank3,Apple,84014,B
578,bank1,SP500,64035,S
579,bank5,CLc1,44940,B
580,bank1,EURUSD,94070,B
581,bank2,Tesla,9957,S
582,bank1,DJ30,8733,S
583,bank2,SP500,32702,S
584,bank5,SP500,37309,S
585,bank2,CLc1,86434,B
586,bank5,CLc1,41471,S
587,bank2,Tesla,33846,B
588,bank3,DJ30,42968,B
589,bank3,Tesla,57316,B
590,bank1,EURUSD,71827,S
591,bank1,SP500,88658,B
592,bank1,CLc1,3290,S
593,bank3,DJ30,95569,B
594,bank4,Apple,49844,B
595,bank4,Tesla,4184,S
596,bank1,DJ30,1257,S
597,bank1,Tesla,35964,S
598,bank1,Tesla,57825,B
599,bank2,SP500,57722,S
600,bank4,SP500,17984,B
601,bank2,Apple,8929,S
602,bank5,CLc1,4150,B
603,bank2,Apple,68971,B
604,bank4,Tesla,91505,B
605,bank3,SP500,77825,S
606,bank3,DJ30,28130,B
607,bank2,Apple,70124,S
608,bank1,CLc1,43216,S
609,bank3,Tesla,26283,S
610,bank2,SP500,57335,S
611,bank1,EURUSD,30779,B
612,bank2,Apple,20205,S
613,bank1,Apple,65220,S
614,bank2,CLc1,85494,B
615,bank4,Tesla,78568,S
616,bank2,CLc1,58570,B
617,bank2,EURUSD,29957,B
618,bank4,EURUSD,42667,B
619,bank3,EURUSD,27614,S
620,bank5,SP500,38787,B
621,bank1,CLc1,19295,S
622,bank3,CLc1,20250,B
623,bank4,CLc1,11513,B
624,bank2,CLc1,92044,B
625,bank2,EURUSD,17909,S
626,bank5,CLc1,46167,S
627,bank3,EURUSD,35799,S
628,bank3,Apple,61606,S
629,bank1,EURUSD,64105,B
630,bank5,Tesla,37037,S
631,bank5,CLc1,49906,S
632,bank5,CLc1,2635,S
633,bank2,CLc1,70006,B
634,bank5,Tesla,85167,B
635,bank4,EURUSD,81448,S
636,bank5,EURUSD,7613,B
637,bank4,EURUSD,33620,B
638,bank2,Tesla,57520,S
639,bank2,EURUSD,88713,S
640,bank2,DJ30,76421,B
641,bank5,EURUSD,92563,B
642,bank3,CLc1,51301,S
643,bank1,SP500,11425,S
644,bank1,SP500,6467,B
645,bank4,SP500,7688,B
646,bank1,DJ30,95050,B
647,bank2,EURUSD,60700,S
648,bank4,EURUSD,93108,B
649,bank2,DJ30,32590,S
650,bank1,Apple,72141,S
651,bank1,DJ30,61987,B
652,bank2,Tesla,1452,B
653,bank2,CLc1,38297,B
654,bank4,SP500,23475,B
655,bank3,EURUSD,72305,B
656,bank5,Tesla,29530,S
657,bank4,DJ30,11850,B
658,bank5,DJ30,32586,B
659,bank3,Tesla,26953,B
660,bank3,CLc1,38530,B
661,bank3,SP500,12967,S
662,bank2,EURUSD,26692,S
663,bank3,DJ30,57270,S
664,bank5,EURUSD,24811,B
665,bank4,CLc1,65020,B
666,bank2,EURUSD,51543,B
667,bank2,EURUSD,57786,B
668,bank5,Apple,26210,S
669,bank4,CLc1,11355,S
670,bank2,Apple,31124,S
671,bank5,Tesla,37160,B
672,bank1,SP500,77244,B
673,bank1,SP500,21958,B
674,bank4,CLc1,39488,B
675,bank3,DJ30,57110,S
676,bank5,CLc1,76208,B
677,bank1,Apple,3603,B
678,bank5,SP500,43307,B
679,bank4,EURUSD,26681,S
680,bank4,DJ30,91629,B
681,bank5,EURUSD,78696,S
682,bank3,DJ30,62162,S
683,bank4,Tesla,61546,S
684,bank4,EURUSD,10029,S
685,bank3,CLc1,1082,S
686,bank1,EURUSD,44630,B
687,bank3,DJ30,13077,S
688,bank5,EURUSD,7415,B
689,bank1,EURUSD,48956,S
690,bank4,SP500,30000,S
691,bank1,Apple,51694,S
692,bank1,EURUSD,9235,B
693,bank2,Tesla,12683,S
694,bank5,Apple,82176,B
695,bank1,CLc1,12911,S
696,bank1,DJ30,48644,S
697,bank1,Tesla,8660,S
698,bank5,Apple,32869,B
699,bank1,SP500,48636,B
700,bank1,EURUSD,10333,S
701,bank1,EURUSD,40088,S
702,bank2,Tesla,35113,B
703,bank2,CLc1,6724,B
704,bank5,EURUSD,2324,S
705,bank3,Apple,74271,S
706,bank4,Tesla,69640,S
707,bank1,CLc1,50590,S
708,bank4,Tesla,69510,B
709,bank3,DJ30,58917,S
710,bank3,Tesla,94244,B
711,bank1,Apple,31612,B
712,bank1,CLc1,61654,B
713,bank2,SP500,14143,S
714,bank4,EURUSD,49495,B
715,bank1,SP500,39521,B
716,bank4,Apple,75597,S
717,bank2,CLc1,78451,S
718,bank1,Apple,71563,B
719,bank3,DJ30,30471,B
720,bank3,SP500,76840,S
721,bank1,Tesla,8673,B
722,bank5,Apple,4561,S
723,bank4,Tesla,13757,B
724,bank5,Apple,73735,S
725,bank2,CLc1,51767,B
726,bank2,EURUSD,27419,S
727,bank3,EURUSD,86586,B
728,bank4,SP500,51702,S
729,bank1,EURUSD,40093,B
730,bank1,CLc1,92530,S
731,bank2,Apple,11638,S
732,bank3,SP500,41316,S
733,bank2,DJ30,19346,B
734,bank4,EURUSD,30745,S
735,bank5,EURUSD,3202,B
736,bank4,EURUSD,39391,S
737,bank1,EURUSD,39760,S
738,bank2,DJ30,14624,S
739,bank2,SP500,3186,S
740,bank1,EURUSD,71984,S
741,bank5,Tesla,76017,B
742,bank3,EURUSD,66800,B
743,bank3,Apple,14818,B
744,bank2,EURUSD,2468,S
745,bank3,Apple,54540,B
746,bank3,Tesla,6922,S
747,bank1,CLc1,86258,S
748,bank4,Apple,48621,B
749,bank4,Tesla,57323,B
750,bank2,Tesla,29039,S
751,bank4,SP500,4410,S
752,bank4,EURUSD,82766,B
753,bank1,EURUSD,34661,B
754,bank5,DJ30,4746,B
755,bank5,Tesla,11112,S
756,bank4,Apple,59672,B
757,bank1,SP500,67086,S
758,bank3,Apple,81688,B
759,bank1,CLc1,58340,B
760,bank4,DJ30,39749,S
761,bank5,DJ30,86846,B
762,bank1,DJ30,93876,B
763,bank4,SP500,5968,B
764,bank3,CLc1,83405,B
765,bank4,Tesla,53937,S
766,bank2,DJ30,57850,S
767,bank1,Tesla,15415,S
768,bank5,EURUSD,29636,S
769,bank5,Apple,2325,S
770,bank1,SP500,7906,B
771,bank3,SP500,92068,B
772,bank1,SP500,33465,S
773,bank4,CLc1,64320,B
774,bank5,SP500,96323,S
775,bank1,Apple,92864,B
776,bank4,DJ30,23533,S
777,bank1,DJ30,13210,S
778,bank1,CLc1,83508,B
779,bank4,CLc1,19780,B
780,bank3,Tesla,43155,B
781,bank5,Apple,82011,B
782,bank4,Tesla,68913,B
783,bank2,EURUSD,29735,S
784,bank2,DJ30,29158,B
785,bank1,DJ30,93837,S
786,bank2,EURUSD,85332,S
787,bank2,Tesla,27320,B
788,bank4,CLc1,44228,B
789,bank3,EURUSD,93094,S
790,bank3,Apple,70623,B
791,bank3,Tesla,76380,B
792,bank3,Tesla,87825,S
793,bank5,DJ30,97974,S
794,bank2,CLc1,66955,B
795,bank1,SP500,68289,B
796,bank5,DJ30,38040,B
797,bank5,SP500,14630,S
798,bank5,DJ30,39685,S
799,bank3,EURUSD,82010,B
800,bank4,Apple,13279,B
801,bank2,DJ30,9023,B
802,bank1,Apple,2015,S
803,bank2,Tesla,4183,B
804,bank1,EURUSD,20040,S
805,bank2,EURUSD,72985,S
806,bank1,EURUSD,10036,B
807,bank3,SP500,66852,S
808,bank4,Apple,81509,S
809,bank3,CLc1,97340,S
810,bank5,CLc1,26151,S
811,bank2,CLc1,4391,B
812,bank1,DJ30,93879,S
813,bank5,SP500,14322,S
814,bank2,Apple,54429,S
815,bank1,CLc1,19534,B
816,bank4,DJ30,95906,S
817,bank3,CLc1,66316,S
818,bank5,EURUSD,61376,S
819,bank4,EURUSD,56465,S
820,bank2,Apple,61612,B
821,bank5,DJ30,6000,S
822,bank3,CLc1,30031,B
823,bank3,Tesla,91477,B
824,bank1,DJ30,89484,S
825,bank2,Tesla,2213,S
826,bank3,SP500,26448,S
827,bank2,Apple,12809,S
828,bank5,EURUSD,51148,B
829,bank4,CLc1,71035,S
830,bank2,Tesla,94230,B
831,bank4,CLc1,32218,S
832,bank5,EURUSD,24961,S
833,bank3,EURUSD,43669,S
834,bank1,Tesla,45701,B
835,bank5,Tesla,27421,S
836,bank3,CLc1,20581,B
837,bank1,Tesla,83170,S
838,bank4,CLc1,7513,B
839,bank2,Tesla,38403,B
840,bank2,EURUSD,8642,B
841,bank4,Apple,12846,B
842,bank5,DJ30,23878,S
843,bank5,SP500,81839,S
844,bank5,DJ30,76246,B
845,bank4,Apple,70226,B
846,bank5,EURUSD,23154,S
847,bank5,EURUSD,77925,S
848,bank3,DJ30,45901,S
849,bank3,CLc1,42162,B
850,bank2,EURUSD,83274,B
851,bank5,SP500,88300,S
852,bank5,CLc1,41273,S
853,bank3,Tesla,2078,B
854,bank4,DJ30,37177,B
855,bank5,SP500,81906,B
856,bank3,DJ30,60059,B
857,bank2,DJ30,66307,B
858,bank4,CLc1,55303,B
859,bank1,Apple,49991,B
860,bank5,SP500,44100,B
861,bank4,Apple,89299,B
862,bank4,EURUSD,59622,S
863,bank5,Apple,75829,B
864,bank5,EURUSD,48276,B
865,bank4,SP500,11571,S
866,bank1,CLc1,70353,B
867,bank5,CLc1,84915,B
868,bank3,EURUSD,27218,S
869,bank4,CLc1,66738,S
870,bank4,Tesla,93256,B
871,bank2,Tesla,5907,B
872,bank2,Tesla,57194,S
873,bank3,CLc1,38747,B
874,bank3,CLc1,31670,B
875,bank3,EURUSD,7939,B
876,bank5,EURUSD,67962,B
877,bank3,DJ30,90973,B
878,bank4,Tesla,98317,B
879,bank2,SP500,61280,B
880,bank5,Apple,27383,B
881,bank2,Apple,84020,S
